Host	% Time Up	% Time Down	% Time Unreachable	% Time Undetermined
age231	99.689% (99.689%)	0.040% (0.040%)	0.271% (0.271%)	0.000%
age232	99.712% (99.712%)	0.017% (0.017%)	0.271% (0.271%)	0.000%
age232b	99.465% (99.465%)	0.265% (0.265%)	0.271% (0.271%)	0.000%
age233	98.889% (98.889%)	0.840% (0.840%)	0.271% (0.271%)	0.000%
age234	99.483% (99.483%)	0.246% (0.246%)	0.271% (0.271%)	0.000%
age235	98.835% (98.835%)	0.895% (0.895%)	0.271% (0.271%)	0.000%
age236	99.713% (99.713%)	0.016% (0.016%)	0.271% (0.271%)	0.000%
age237	98.243% (98.243%)	1.486% (1.486%)	0.271% (0.271%)	0.000%
age238	99.696% (99.696%)	0.033% (0.033%)	0.271% (0.271%)	0.000%
age240	99.468% (99.468%)	0.261% (0.261%)	0.271% (0.271%)	0.000%
age241	99.462% (99.462%)	0.538% (0.538%)	0.000% (0.000%)	0.000%
age242b	99.490% (99.490%)	0.239% (0.239%)	0.270% (0.270%)	0.000%
age243	99.451% (99.451%)	0.278% (0.278%)	0.271% (0.271%)	0.000%
age244	99.611% (99.611%)	0.119% (0.119%)	0.270% (0.270%)	0.000%
age245	99.354% (99.354%)	0.376% (0.376%)	0.270% (0.270%)	0.000%
age246	99.515% (99.515%)	0.215% (0.215%)	0.270% (0.270%)	0.000%
age247	99.344% (99.344%)	0.385% (0.385%)	0.270% (0.270%)	0.000%
age248	99.603% (99.603%)	0.127% (0.127%)	0.270% (0.270%)	0.000%
age249	95.249% (95.249%)	4.481% (4.481%)	0.270% (0.270%)	0.000%
age250	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age251	99.723% (99.723%)	0.007% (0.007%)	0.270% (0.270%)	0.000%
age252	72.270% (72.270%)	27.460% (27.460%)	0.270% (0.270%)	0.000%
age253	95.848% (95.848%)	3.882% (3.882%)	0.270% (0.270%)	0.000%
age254	99.410% (99.410%)	0.320% (0.320%)	0.271% (0.271%)	0.000%
age256	89.922% (89.922%)	9.808% (9.808%)	0.270% (0.270%)	0.000%
age256b	31.649% (31.649%)	68.078% (68.078%)	0.273% (0.273%)	0.000%
age257	99.099% (99.099%)	0.631% (0.631%)	0.270% (0.270%)	0.000%
age258	99.612% (99.612%)	0.118% (0.118%)	0.270% (0.270%)	0.000%
age259	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age260	99.687% (99.687%)	0.043% (0.043%)	0.270% (0.270%)	0.000%
age261	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age262	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age262b	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age263	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age264	99.704% (99.704%)	0.026% (0.026%)	0.270% (0.270%)	0.000%
age265	99.177% (99.177%)	0.550% (0.550%)	0.274% (0.274%)	0.000%
age266	98.609% (98.609%)	1.121% (1.121%)	0.270% (0.270%)	0.000%
age267	99.705% (99.705%)	0.025% (0.025%)	0.270% (0.270%)	0.000%
age268	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age269	98.675% (98.675%)	1.054% (1.054%)	0.270% (0.270%)	0.000%
age269b	98.369% (98.369%)	1.361% (1.361%)	0.270% (0.270%)	0.000%
age270	99.601% (99.601%)	0.128% (0.128%)	0.271% (0.271%)	0.000%
age271	91.469% (91.469%)	8.257% (8.257%)	0.274% (0.274%)	0.000%
age272	99.704% (99.704%)	0.026% (0.026%)	0.270% (0.270%)	0.000%
age273	99.496% (99.496%)	0.233% (0.233%)	0.271% (0.271%)	0.000%
age273b	24.387% (24.387%)	75.340% (75.340%)	0.273% (0.273%)	0.000%
age274	98.804% (98.804%)	0.926% (0.926%)	0.270% (0.270%)	0.000%
age275	99.036% (99.036%)	0.694% (0.694%)	0.270% (0.270%)	0.000%
age276	99.434% (99.434%)	0.295% (0.295%)	0.270% (0.270%)	0.000%
age277	99.658% (99.658%)	0.071% (0.071%)	0.270% (0.270%)	0.000%
age278	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age279	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age280	95.420% (95.420%)	4.309% (4.309%)	0.270% (0.270%)	0.000%
age281	99.411% (99.411%)	0.319% (0.319%)	0.270% (0.270%)	0.000%
age282	99.676% (99.676%)	0.053% (0.053%)	0.270% (0.270%)	0.000%
age283	99.666% (99.666%)	0.064% (0.064%)	0.270% (0.270%)	0.000%
age284	99.606% (99.606%)	0.123% (0.123%)	0.271% (0.271%)	0.000%
age285	99.472% (99.472%)	0.254% (0.254%)	0.274% (0.274%)	0.000%
age285b	98.937% (98.937%)	0.793% (0.793%)	0.270% (0.270%)	0.000%
age286	97.500% (97.500%)	2.229% (2.229%)	0.271% (0.271%)	0.000%
age287	99.653% (99.653%)	0.076% (0.076%)	0.270% (0.270%)	0.000%
age287b	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age288	96.703% (96.703%)	3.026% (3.026%)	0.270% (0.270%)	0.000%
age289	99.653% (99.653%)	0.077% (0.077%)	0.270% (0.270%)	0.000%
age290	99.704% (99.704%)	0.026% (0.026%)	0.270% (0.270%)	0.000%
age291	98.360% (98.360%)	1.370% (1.370%)	0.270% (0.270%)	0.000%
age292	97.995% (97.995%)	1.735% (1.735%)	0.270% (0.270%)	0.000%
age293	98.920% (98.920%)	0.810% (0.810%)	0.271% (0.271%)	0.000%
age294	97.037% (97.037%)	2.693% (2.693%)	0.270% (0.270%)	0.000%
age295	99.703% (99.703%)	0.026% (0.026%)	0.270% (0.270%)	0.000%
age296	99.624% (99.624%)	0.105% (0.105%)	0.270% (0.270%)	0.000%
age297	99.696% (99.696%)	0.034% (0.034%)	0.271% (0.271%)	0.000%
age298	99.680% (99.680%)	0.050% (0.050%)	0.271% (0.271%)	0.000%
age300	99.548% (99.548%)	0.181% (0.181%)	0.271% (0.271%)	0.000%
age301	99.633% (99.633%)	0.096% (0.096%)	0.271% (0.271%)	0.000%
age301b	99.604% (99.604%)	0.396% (0.396%)	0.000% (0.000%)	0.000%
age302	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age303	98.883% (98.883%)	0.847% (0.847%)	0.270% (0.270%)	0.000%
age304	97.796% (97.796%)	1.934% (1.934%)	0.270% (0.270%)	0.000%
age305	89.526% (89.526%)	10.203% (10.203%)	0.271% (0.271%)	0.000%
age306	96.962% (96.962%)	2.767% (2.767%)	0.271% (0.271%)	0.000%
age307	99.693% (99.693%)	0.036% (0.036%)	0.270% (0.270%)	0.000%
age308	98.547% (98.547%)	1.183% (1.183%)	0.270% (0.270%)	0.000%
age309	99.323% (99.323%)	0.407% (0.407%)	0.270% (0.270%)	0.000%
age310	99.413% (99.413%)	0.316% (0.316%)	0.270% (0.270%)	0.000%
age310b	99.716% (99.716%)	0.013% (0.013%)	0.270% (0.270%)	0.000%
age311	37.395% (37.395%)	62.331% (62.331%)	0.273% (0.273%)	0.000%
age312	99.196% (99.196%)	0.529% (0.529%)	0.274% (0.274%)	0.000%
age313	34.318% (34.318%)	65.411% (65.411%)	0.270% (0.270%)	0.000%
age314	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age315	96.410% (96.410%)	3.320% (3.320%)	0.270% (0.270%)	0.000%
age316	99.691% (99.691%)	0.039% (0.039%)	0.270% (0.270%)	0.000%
age317	98.978% (98.978%)	0.752% (0.752%)	0.270% (0.270%)	0.000%
age318	97.891% (97.891%)	1.839% (1.839%)	0.270% (0.270%)	0.000%
age319	99.636% (99.636%)	0.089% (0.089%)	0.275% (0.275%)	0.000%
age320	98.791% (98.791%)	0.939% (0.939%)	0.270% (0.270%)	0.000%
age321	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age322	97.295% (97.295%)	2.435% (2.435%)	0.270% (0.270%)	0.000%
age322b	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age323	58.126% (58.126%)	41.600% (41.600%)	0.273% (0.273%)	0.000%
age324	99.638% (99.638%)	0.092% (0.092%)	0.270% (0.270%)	0.000%
age325	99.663% (99.663%)	0.066% (0.066%)	0.271% (0.271%)	0.000%
age326	99.301% (99.301%)	0.428% (0.428%)	0.271% (0.271%)	0.000%
age326b	98.473% (98.473%)	1.256% (1.256%)	0.271% (0.271%)	0.000%
age327	99.672% (99.672%)	0.058% (0.058%)	0.271% (0.271%)	0.000%
age328	99.264% (99.264%)	0.466% (0.466%)	0.271% (0.271%)	0.000%
age329	73.898% (73.898%)	25.828% (25.828%)	0.273% (0.273%)	0.000%
age330	99.122% (99.122%)	0.608% (0.608%)	0.271% (0.271%)	0.000%
age331	98.439% (98.439%)	1.291% (1.291%)	0.271% (0.271%)	0.000%
age332	98.936% (98.936%)	0.793% (0.793%)	0.271% (0.271%)	0.000%
age333	93.692% (93.692%)	6.035% (6.035%)	0.273% (0.273%)	0.000%
age334	99.647% (99.647%)	0.082% (0.082%)	0.270% (0.270%)	0.000%
age334b	25.131% (25.131%)	74.596% (74.596%)	0.273% (0.273%)	0.000%
age335	99.557% (99.557%)	0.172% (0.172%)	0.270% (0.270%)	0.000%
age336	99.494% (99.494%)	0.236% (0.236%)	0.270% (0.270%)	0.000%
age337	98.003% (98.003%)	1.726% (1.726%)	0.270% (0.270%)	0.000%
age338	89.516% (89.516%)	10.212% (10.212%)	0.272% (0.272%)	0.000%
age339	99.701% (99.701%)	0.026% (0.026%)	0.273% (0.273%)	0.000%
age33srv	100.000% (100.000%)	0.000% (0.000%)	0.000% (0.000%)	0.000%
age340	99.173% (99.173%)	0.555% (0.555%)	0.272% (0.272%)	0.000%
age341	99.626% (99.626%)	0.104% (0.104%)	0.270% (0.270%)	0.000%
age342	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age343	99.277% (99.277%)	0.453% (0.453%)	0.271% (0.271%)	0.000%
age344	99.627% (99.627%)	0.103% (0.103%)	0.270% (0.270%)	0.000%
age345	99.619% (99.619%)	0.111% (0.111%)	0.270% (0.270%)	0.000%
age347	99.542% (99.542%)	0.188% (0.188%)	0.270% (0.270%)	0.000%
age348	99.676% (99.676%)	0.054% (0.054%)	0.270% (0.270%)	0.000%
age349	98.140% (98.140%)	1.589% (1.589%)	0.271% (0.271%)	0.000%
age350	99.504% (99.504%)	0.221% (0.221%)	0.275% (0.275%)	0.000%
age352	98.475% (98.475%)	1.254% (1.254%)	0.270% (0.270%)	0.000%
age353	99.410% (99.410%)	0.320% (0.320%)	0.270% (0.270%)	0.000%
age354	99.109% (99.109%)	0.621% (0.621%)	0.271% (0.271%)	0.000%
age355	99.200% (99.200%)	0.529% (0.529%)	0.270% (0.270%)	0.000%
age356	98.447% (98.447%)	1.283% (1.283%)	0.270% (0.270%)	0.000%
age357	99.676% (99.676%)	0.054% (0.054%)	0.271% (0.271%)	0.000%
age358	99.729% (99.729%)	0.000% (0.000%)	0.271% (0.271%)	0.000%
age359	99.729% (99.729%)	0.000% (0.000%)	0.271% (0.271%)	0.000%
age360	99.000% (99.000%)	0.729% (0.729%)	0.271% (0.271%)	0.000%
age361	99.729% (99.729%)	0.000% (0.000%)	0.271% (0.271%)	0.000%
age362	99.703% (99.703%)	0.026% (0.026%)	0.271% (0.271%)	0.000%
age363	89.136% (89.136%)	10.586% (10.586%)	0.277% (0.277%)	0.000%
age364	99.468% (99.468%)	0.262% (0.262%)	0.271% (0.271%)	0.000%
age365	99.721% (99.721%)	0.009% (0.009%)	0.271% (0.271%)	0.000%
age366	96.952% (96.952%)	3.048% (3.048%)	0.000% (0.000%)	0.000%
age367	99.690% (99.690%)	0.039% (0.039%)	0.270% (0.270%)	0.000%
age368	99.508% (99.508%)	0.222% (0.222%)	0.270% (0.270%)	0.000%
age369	72.368% (72.368%)	27.360% (27.360%)	0.273% (0.273%)	0.000%
age370	97.750% (97.750%)	1.980% (1.980%)	0.270% (0.270%)	0.000%
age371	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age372	99.678% (99.678%)	0.047% (0.047%)	0.275% (0.275%)	0.000%
age372b	99.197% (99.197%)	0.532% (0.532%)	0.270% (0.270%)	0.000%
age373	76.809% (76.809%)	22.921% (22.921%)	0.270% (0.270%)	0.000%
age374	99.683% (99.683%)	0.047% (0.047%)	0.270% (0.270%)	0.000%
age375	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age376	99.308% (99.308%)	0.422% (0.422%)	0.270% (0.270%)	0.000%
age377	99.344% (99.344%)	0.386% (0.386%)	0.270% (0.270%)	0.000%
age378	99.714% (99.714%)	0.015% (0.015%)	0.270% (0.270%)	0.000%
age379	99.501% (99.501%)	0.229% (0.229%)	0.270% (0.270%)	0.000%
age381	99.561% (99.561%)	0.169% (0.169%)	0.270% (0.270%)	0.000%
age381b	99.513% (99.513%)	0.217% (0.217%)	0.270% (0.270%)	0.000%
age382	96.536% (96.536%)	3.193% (3.193%)	0.270% (0.270%)	0.000%
age383	95.959% (95.959%)	3.771% (3.771%)	0.271% (0.271%)	0.000%
age384	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age385	99.445% (99.445%)	0.284% (0.284%)	0.270% (0.270%)	0.000%
age386	99.337% (99.337%)	0.663% (0.663%)	0.000% (0.000%)	0.000%
age387	99.701% (99.701%)	0.026% (0.026%)	0.273% (0.273%)	0.000%
age389	99.474% (99.474%)	0.254% (0.254%)	0.272% (0.272%)	0.000%
age390	96.783% (96.783%)	2.946% (2.946%)	0.271% (0.271%)	0.000%
age391	98.126% (98.126%)	1.604% (1.604%)	0.270% (0.270%)	0.000%
age392	99.693% (99.693%)	0.037% (0.037%)	0.270% (0.270%)	0.000%
age393	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age395	99.478% (99.478%)	0.252% (0.252%)	0.271% (0.271%)	0.000%
age396	88.329% (88.329%)	11.400% (11.400%)	0.270% (0.270%)	0.000%
age397	98.287% (98.287%)	1.443% (1.443%)	0.270% (0.270%)	0.000%
age398	99.463% (99.463%)	0.267% (0.267%)	0.270% (0.270%)	0.000%
age399	99.655% (99.655%)	0.069% (0.069%)	0.276% (0.276%)	0.000%
age400	99.549% (99.549%)	0.180% (0.180%)	0.270% (0.270%)	0.000%
age401	98.951% (98.951%)	0.774% (0.774%)	0.275% (0.275%)	0.000%
age402	99.214% (99.214%)	0.511% (0.511%)	0.275% (0.275%)	0.000%
age403	99.724% (99.724%)	0.000% (0.000%)	0.276% (0.276%)	0.000%
age403b	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age404	99.686% (99.686%)	0.044% (0.044%)	0.270% (0.270%)	0.000%
age404b	99.698% (99.698%)	0.032% (0.032%)	0.270% (0.270%)	0.000%
age405	99.419% (99.419%)	0.311% (0.311%)	0.270% (0.270%)	0.000%
age406	93.535% (93.535%)	6.195% (6.195%)	0.270% (0.270%)	0.000%
age407	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age408	99.715% (99.715%)	0.015% (0.015%)	0.270% (0.270%)	0.000%
age409	99.630% (99.630%)	0.094% (0.094%)	0.276% (0.276%)	0.000%
age410	99.724% (99.724%)	0.006% (0.006%)	0.270% (0.270%)	0.000%
age411	99.517% (99.517%)	0.212% (0.212%)	0.270% (0.270%)	0.000%
age412	99.624% (99.624%)	0.106% (0.106%)	0.270% (0.270%)	0.000%
age413	98.971% (98.971%)	0.759% (0.759%)	0.270% (0.270%)	0.000%
age414	74.534% (74.534%)	25.196% (25.196%)	0.270% (0.270%)	0.000%
age415	99.649% (99.649%)	0.075% (0.075%)	0.276% (0.276%)	0.000%
age416	99.427% (99.427%)	0.297% (0.297%)	0.276% (0.276%)	0.000%
age416b	0.000% (0.000%)	99.726% (99.726%)	0.274% (0.274%)	0.000%
age417	99.725% (99.725%)	0.000% (0.000%)	0.275% (0.275%)	0.000%
age418	99.435% (99.435%)	0.295% (0.295%)	0.271% (0.271%)	0.000%
age420	99.724% (99.724%)	0.000% (0.000%)	0.276% (0.276%)	0.000%
age422	99.492% (99.492%)	0.237% (0.237%)	0.271% (0.271%)	0.000%
age424	99.557% (99.557%)	0.167% (0.167%)	0.276% (0.276%)	0.000%
age425	99.715% (99.715%)	0.009% (0.009%)	0.276% (0.276%)	0.000%
age426	99.704% (99.704%)	0.025% (0.025%)	0.271% (0.271%)	0.000%
age426b	99.281% (99.281%)	0.444% (0.444%)	0.276% (0.276%)	0.000%
age427	99.314% (99.314%)	0.415% (0.415%)	0.271% (0.271%)	0.000%
age428	99.713% (99.713%)	0.017% (0.017%)	0.271% (0.271%)	0.000%
age429	99.406% (99.406%)	0.323% (0.323%)	0.271% (0.271%)	0.000%
age430	99.681% (99.681%)	0.049% (0.049%)	0.271% (0.271%)	0.000%
age431	98.853% (98.853%)	0.877% (0.877%)	0.271% (0.271%)	0.000%
age432	96.506% (96.506%)	3.220% (3.220%)	0.274% (0.274%)	0.000%
age433	99.253% (99.253%)	0.477% (0.477%)	0.271% (0.271%)	0.000%
age434	99.649% (99.649%)	0.080% (0.080%)	0.271% (0.271%)	0.000%
age435	99.439% (99.439%)	0.291% (0.291%)	0.271% (0.271%)	0.000%
age435b	99.353% (99.353%)	0.647% (0.647%)	0.000% (0.000%)	0.000%
age436	99.411% (99.411%)	0.319% (0.319%)	0.270% (0.270%)	0.000%
age437	99.701% (99.701%)	0.029% (0.029%)	0.270% (0.270%)	0.000%
age438	99.661% (99.661%)	0.069% (0.069%)	0.270% (0.270%)	0.000%
age440	99.121% (99.121%)	0.609% (0.609%)	0.270% (0.270%)	0.000%
age441	97.679% (97.679%)	2.051% (2.051%)	0.270% (0.270%)	0.000%
age442	98.627% (98.627%)	1.100% (1.100%)	0.273% (0.273%)	0.000%
age443	98.697% (98.697%)	1.029% (1.029%)	0.274% (0.274%)	0.000%
age444	99.508% (99.508%)	0.221% (0.221%)	0.270% (0.270%)	0.000%
age445	99.630% (99.630%)	0.099% (0.099%)	0.270% (0.270%)	0.000%
age446	98.590% (98.590%)	1.140% (1.140%)	0.270% (0.270%)	0.000%
age447	99.487% (99.487%)	0.242% (0.242%)	0.271% (0.271%)	0.000%
age448	99.093% (99.093%)	0.637% (0.637%)	0.271% (0.271%)	0.000%
age449	95.425% (95.425%)	4.304% (4.304%)	0.270% (0.270%)	0.000%
age450	95.134% (95.134%)	4.595% (4.595%)	0.271% (0.271%)	0.000%
age451	95.743% (95.743%)	3.986% (3.986%)	0.270% (0.270%)	0.000%
age452	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age453	98.190% (98.190%)	1.540% (1.540%)	0.270% (0.270%)	0.000%
age454	99.668% (99.668%)	0.061% (0.061%)	0.270% (0.270%)	0.000%
age455	99.537% (99.537%)	0.192% (0.192%)	0.270% (0.270%)	0.000%
age456	86.855% (86.855%)	12.875% (12.875%)	0.270% (0.270%)	0.000%
age457	99.144% (99.144%)	0.585% (0.585%)	0.270% (0.270%)	0.000%
age458	99.576% (99.576%)	0.153% (0.153%)	0.270% (0.270%)	0.000%
age459	97.728% (97.728%)	2.002% (2.002%)	0.270% (0.270%)	0.000%
age460	97.045% (97.045%)	2.684% (2.684%)	0.271% (0.271%)	0.000%
age461	99.419% (99.419%)	0.311% (0.311%)	0.270% (0.270%)	0.000%
age462	99.448% (99.448%)	0.281% (0.281%)	0.270% (0.270%)	0.000%
age463	99.539% (99.539%)	0.191% (0.191%)	0.270% (0.270%)	0.000%
age464	91.473% (91.473%)	8.256% (8.256%)	0.270% (0.270%)	0.000%
age465	88.983% (88.983%)	10.746% (10.746%)	0.271% (0.271%)	0.000%
age466	88.162% (88.162%)	11.567% (11.567%)	0.271% (0.271%)	0.000%
age467	98.893% (98.893%)	0.836% (0.836%)	0.270% (0.270%)	0.000%
age468	98.940% (98.940%)	0.790% (0.790%)	0.270% (0.270%)	0.000%
age469	99.698% (99.698%)	0.302% (0.302%)	0.000% (0.000%)	0.000%
age470	99.525% (99.525%)	0.204% (0.204%)	0.270% (0.270%)	0.000%
age471	98.961% (98.961%)	0.763% (0.763%)	0.276% (0.276%)	0.000%
age472	98.212% (98.212%)	1.517% (1.517%)	0.270% (0.270%)	0.000%
age474	97.898% (97.898%)	1.832% (1.832%)	0.270% (0.270%)	0.000%
age475	0.000% (0.000%)	0.000% (0.000%)	0.000% (0.000%)	100.000%
age476	99.249% (99.249%)	0.481% (0.481%)	0.271% (0.271%)	0.000%
age477	99.600% (99.600%)	0.124% (0.124%)	0.276% (0.276%)	0.000%
age478	99.705% (99.705%)	0.025% (0.025%)	0.270% (0.270%)	0.000%
age479	99.461% (99.461%)	0.268% (0.268%)	0.270% (0.270%)	0.000%
age480	99.276% (99.276%)	0.454% (0.454%)	0.270% (0.270%)	0.000%
age482	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age483	98.550% (98.550%)	1.180% (1.180%)	0.271% (0.271%)	0.000%
age484	99.613% (99.613%)	0.117% (0.117%)	0.270% (0.270%)	0.000%
age485	98.848% (98.848%)	0.882% (0.882%)	0.270% (0.270%)	0.000%
age486	97.678% (97.678%)	2.052% (2.052%)	0.270% (0.270%)	0.000%
age487	99.668% (99.668%)	0.062% (0.062%)	0.270% (0.270%)	0.000%
age488	97.264% (97.264%)	2.466% (2.466%)	0.271% (0.271%)	0.000%
age489	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age490	98.796% (98.796%)	0.934% (0.934%)	0.270% (0.270%)	0.000%
age491	99.714% (99.714%)	0.015% (0.015%)	0.270% (0.270%)	0.000%
age491b	99.612% (99.612%)	0.118% (0.118%)	0.270% (0.270%)	0.000%
age492	99.681% (99.681%)	0.049% (0.049%)	0.270% (0.270%)	0.000%
age493	99.551% (99.551%)	0.178% (0.178%)	0.270% (0.270%)	0.000%
age494	97.368% (97.368%)	2.361% (2.361%)	0.270% (0.270%)	0.000%
age495	98.349% (98.349%)	1.381% (1.381%)	0.270% (0.270%)	0.000%
age496	98.612% (98.612%)	1.118% (1.118%)	0.270% (0.270%)	0.000%
age497	98.175% (98.175%)	1.555% (1.555%)	0.270% (0.270%)	0.000%
age498	99.551% (99.551%)	0.179% (0.179%)	0.270% (0.270%)	0.000%
age499	99.627% (99.627%)	0.102% (0.102%)	0.270% (0.270%)	0.000%
age500	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age503	99.239% (99.239%)	0.490% (0.490%)	0.271% (0.271%)	0.000%
age504	99.292% (99.292%)	0.708% (0.708%)	0.000% (0.000%)	0.000%
age505	99.720% (99.720%)	0.010% (0.010%)	0.270% (0.270%)	0.000%
age506	99.156% (99.156%)	0.574% (0.574%)	0.271% (0.271%)	0.000%
age507	99.445% (99.445%)	0.285% (0.285%)	0.270% (0.270%)	0.000%
age508	99.603% (99.603%)	0.127% (0.127%)	0.270% (0.270%)	0.000%
age509	99.236% (99.236%)	0.494% (0.494%)	0.270% (0.270%)	0.000%
age510	98.495% (98.495%)	1.235% (1.235%)	0.270% (0.270%)	0.000%
age511	99.673% (99.673%)	0.056% (0.056%)	0.272% (0.272%)	0.000%
age512	96.221% (96.221%)	3.507% (3.507%)	0.273% (0.273%)	0.000%
age513	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age514	99.703% (99.703%)	0.027% (0.027%)	0.270% (0.270%)	0.000%
age515	99.374% (99.374%)	0.356% (0.356%)	0.270% (0.270%)	0.000%
age516	96.967% (96.967%)	2.763% (2.763%)	0.270% (0.270%)	0.000%
age517	99.332% (99.332%)	0.397% (0.397%)	0.271% (0.271%)	0.000%
age518	97.160% (97.160%)	2.570% (2.570%)	0.271% (0.271%)	0.000%
age519	99.472% (99.472%)	0.258% (0.258%)	0.270% (0.270%)	0.000%
age520	96.959% (96.959%)	2.770% (2.770%)	0.271% (0.271%)	0.000%
age522	98.503% (98.503%)	1.227% (1.227%)	0.270% (0.270%)	0.000%
age523	98.291% (98.291%)	1.439% (1.439%)	0.270% (0.270%)	0.000%
age524	29.302% (29.302%)	70.426% (70.426%)	0.273% (0.273%)	0.000%
age525	99.687% (99.687%)	0.042% (0.042%)	0.270% (0.270%)	0.000%
age526	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age527	99.062% (99.062%)	0.667% (0.667%)	0.271% (0.271%)	0.000%
age528	99.516% (99.516%)	0.214% (0.214%)	0.271% (0.271%)	0.000%
age529	99.464% (99.464%)	0.265% (0.265%)	0.271% (0.271%)	0.000%
age530	99.511% (99.511%)	0.219% (0.219%)	0.270% (0.270%)	0.000%
age531	99.717% (99.717%)	0.012% (0.012%)	0.270% (0.270%)	0.000%
age532	99.706% (99.706%)	0.024% (0.024%)	0.270% (0.270%)	0.000%
age533	99.387% (99.387%)	0.342% (0.342%)	0.271% (0.271%)	0.000%
age534	99.384% (99.384%)	0.346% (0.346%)	0.270% (0.270%)	0.000%
age535	89.712% (89.712%)	10.018% (10.018%)	0.271% (0.271%)	0.000%
age536	98.603% (98.603%)	1.126% (1.126%)	0.270% (0.270%)	0.000%
age537	96.503% (96.503%)	3.226% (3.226%)	0.271% (0.271%)	0.000%
age538	99.097% (99.097%)	0.632% (0.632%)	0.270% (0.270%)	0.000%
age539	99.524% (99.524%)	0.206% (0.206%)	0.270% (0.270%)	0.000%
age540	99.668% (99.668%)	0.062% (0.062%)	0.270% (0.270%)	0.000%
age541	99.313% (99.313%)	0.417% (0.417%)	0.270% (0.270%)	0.000%
age542	99.647% (99.647%)	0.082% (0.082%)	0.270% (0.270%)	0.000%
age543	99.423% (99.423%)	0.307% (0.307%)	0.270% (0.270%)	0.000%
age544	99.689% (99.689%)	0.041% (0.041%)	0.270% (0.270%)	0.000%
age545	99.062% (99.062%)	0.668% (0.668%)	0.270% (0.270%)	0.000%
age545b	99.286% (99.286%)	0.443% (0.443%)	0.270% (0.270%)	0.000%
age546	99.730% (99.730%)	0.000% (0.000%)	0.270% (0.270%)	0.000%
age547	99.670% (99.670%)	0.060% (0.060%)	0.270% (0.270%)	0.000%
age548	99.658% (99.658%)	0.071% (0.071%)	0.270% (0.270%)	0.000%
age549	99.704% (99.704%)	0.026% (0.026%)	0.270% (0.270%)	0.000%
age552	65.400% (65.400%)	34.329% (34.329%)	0.271% (0.271%)	0.000%
age554	97.321% (97.321%)	2.408% (2.408%)	0.271% (0.271%)	0.000%
age555	99.517% (99.517%)	0.213% (0.213%)	0.270% (0.270%)	0.000%
age556	99.429% (99.429%)	0.300% (0.300%)	0.270% (0.270%)	0.000%
age557	99.336% (99.336%)	0.394% (0.394%)	0.270% (0.270%)	0.000%
age558	95.998% (95.998%)	3.731% (3.731%)	0.271% (0.271%)	0.000%
age559	100.000% (100.000%)	0.000% (0.000%)	0.000% (0.000%)	0.000%
age560	99.257% (99.257%)	0.473% (0.473%)	0.270% (0.270%)	0.000%
age561	99.579% (99.579%)	0.151% (0.151%)	0.270% (0.270%)	0.000%
age562	97.102% (97.102%)	2.627% (2.627%)	0.270% (0.270%)	0.000%
age563	99.713% (99.713%)	0.017% (0.017%)	0.270% (0.270%)	0.000%
age564	98.854% (98.854%)	0.875% (0.875%)	0.270% (0.270%)	0.000%
age565	94.106% (94.106%)	5.624% (5.624%)	0.270% (0.270%)	0.000%
age566	99.422% (99.422%)	0.307% (0.307%)	0.270% (0.270%)	0.000%
age567	99.295% (99.295%)	0.434% (0.434%)	0.270% (0.270%)	0.000%
age568	99.730% (99.730%)	0.270% (0.270%)	0.000% (0.000%)	0.000%
